""	"rowname"	"FL.CON1062.BAL.FlushControl"	"FL.CON1063.BAL.FlushControl"	"FL.CON1064.BAL.FlushControl"	"FL.CON1065.BAL.FlushControl"	"FL.CON1066.BAL.FlushControl"	"FL.CON1067.BAL.FlushControl"	"FL.CON1068.BAL.FlushControl"	"FL.CON1069.BAL.FlushControl"	"FL.CON1070.BAL.FlushControl"	"FL.CON1071.BAL.FlushControl"	"FL.CON1072.BAL.FlushControl"	"FL.CON1073.BAL.FlushControl"	"FL.CON1074.BAL.FlushControl"	"FL.CON1076.BAL.FlushControl"	"FL.POST.01.004.BAL.FlushControl"	"FL.POST.01.005.BAL.FlushControl"	"FL.POST.01.006.BAL.FlushControl"	"FL.POST.01.007.BAL.FlushControl"	"FL.POST.01.010.BAL.FlushControl"	"FL.POST.01.011.BAL.FlushControl"	"FL.POST.01.013.BAL.FlushControl"	"FL.POST.02.002.BAL.FlushControl"	"FL.POST.02.003.BAL.FlushControl"	"FL.POST.02.004.BAL.FlushControl"	"FL.POST.02.005.BAL.FlushControl"	"FL.POST.02.006.BAL.FlushControl"	"FL.POST.02.007.BAL.FlushControl"	"FL.POST.02.008.BAL.FlushControl"	"FL.POST.02.009.BAL.FlushControl"	"FL.POST.02.010.BAL.FlushControl"	"FL.POST.02.011.BAL.FlushControl"	"FL.POST.02.012.BAL.FlushControl"	"FL.POST.02.013.BAL.FlushControl"	"FL.POST.03.002.BAL.FlushControl"	"ILDCON1062.BAL"	"ILDCON1063.BAL"	"ILDCON1064.BAL"	"ILDCON1064a.BAL"	"ILDCON1065.BAL"	"ILDCON1065a.BAL"	"ILDCON1066.BAL"	"ILDCON1066a.BAL"	"ILDCON1067.BAL"	"ILDCON1068.BAL"	"ILDCON1069.BAL"	"ILDCON1069a.BAL"	"ILDCON1070.BAL"	"ILDCON1071.BAL"	"ILDCON1071a.BAL"	"ILDCON1072.BAL"	"ILDCON1073.BAL"	"ILDCON1074.BAL"	"ILDCON1076.BAL"	"ILDCON1076a.BAL"	"NEG.OR.01.002.Water.OralControl"	"NEG.OR.01.004.Water.OralControl"	"NEG.OR.01.005.Water.OralControl"	"NEG.OR.01.006.Water.OralControl"	"NEG.OR.01.007.Water.OralControl"	"NEG.OR.01.010.Water.OralControl"	"NEG.OR.01.011.Water.OralControl"	"NEG.OR.01.013.Water.OralControl"	"NEG.OR.03.001.Water.OralControl"	"NEG.OR.CON1062.Water.OralControl"	"NEG.OR.CON1063.Water.OralControl"	"NEG.OR.CON1067.Water.OralControl"	"NEG.OR.CON1068.Water.OralControl"	"NEG.OR.CON1069.Water.OralControl"	"NEG.OR.CON1070.Water.OralControl"	"NEG.OR.CON1071.Water.OralControl"	"NEG.OR.CON1072.Water.OralControl"	"NEG.OR.CON1073.Water.OralControl"	"NEG.OR.CON1074.Water.OralControl"	"NEG.OR.CON1075.Water.OralControl"	"NEG.OR.CON1076.Water.OralControl"	"OR.CON1062.OralRinse"	"OR.CON1063.OralRinse"	"OR.CON1064.OralRinse"	"OR.CON1064a.OralRinse"	"OR.CON1065.OralRinse"	"OR.CON1066.OralRinse"	"OR.CON1067.OralRinse"	"OR.CON1068.OralRinse"	"OR.CON1069.OralRinse"	"OR.CON1069a.OralRinse"	"OR.CON1070.OralRinse"	"OR.CON1071.OralRinse"	"OR.CON1072.OralRinse"	"OR.CON1073.OralRinse"	"OR.CON1074.OralRinse"	"OR.CON1075.OralRinse"	"OR.CON1076.OralRinse"	"OR.POST.01.002.OralRinse"	"OR.POST.01.004.OralRinse"	"OR.POST.01.005.OralRinse"	"OR.POST.01.005a.OralRinse"	"OR.POST.01.006.OralRinse"	"OR.POST.01.007.OralRinse"	"OR.POST.01.007a.OralRinse"	"OR.POST.01.010.OralRinse"	"OR.POST.01.011.OralRinse"	"OR.POST.01.013.OralRinse"	"OR.POST.01.013a.OralRinse"	"OR.POST.02.001.OralRinse"	"OR.POST.02.002.OralRinse"	"OR.POST.02.003.OralRinse"	"OR.POST.02.004.OralRinse"	"OR.POST.02.005.OralRinse"	"OR.POST.02.006.OralRinse"	"OR.POST.02.007.OralRinse"	"OR.POST.02.008.OralRinse"	"OR.POST.02.009.OralRinse"	"OR.POST.02.010.OralRinse"	"OR.POST.02.011.OralRinse"	"OR.POST.02.012.OralRinse"	"OR.POST.02.013.OralRinse"	"OR.POST.03.001.OralRinse"	"OR.POST.03.002.OralRinse"	"POST.01.001.BAL"	"POST.01.003.BAL"	"POST.01.003a.BAL"	"POST.01.004.BAL"	"POST.01.004a.BAL"	"POST.01.005.BAL"	"POST.01.006.BAL"	"POST.01.007.BAL"	"POST.01.007a.BAL"	"POST.01.007b.BAL"	"POST.01.009.BAL"	"POST.01.010.BAL"	"POST.01.011.BAL"	"POST.01.011a.BAL"	"POST.01.013.BAL"	"POST.01.013a.BAL"	"POST.02.001.BAL"	"POST.02.002.BAL"	"POST.02.003.BAL"	"POST.02.004.BAL"	"POST.02.005.BAL"	"POST.02.006.BAL"	"POST.02.007.BAL"	"POST.02.008.BAL"	"POST.02.009.BAL"	"POST.02.010.BAL"	"POST.02.011.BAL"	"POST.02.012.BAL"	"POST.02.013.BAL"	"POST.03.001.BAL"	"POST.03.002.BAL"	"POST.04.001.BAL"	"POST.04.002.BAL"	"POST.04.003.BAL"	"POST.04.004.BAL"	"POST.04.005.BAL"	"RC1.ReagentControl"	"RC10.ReagentControl"	"RC2.ReagentControl"	"RC3.ReagentControl"	"RC4.ReagentControl"	"RC5.ReagentControl"	"RC6.ReagentControl"	"RC7.ReagentControl"	"RC8.ReagentControl"	"RC9.ReagentControl"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"35"	"Olsenella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156060343332755	0	0	0	0	0	0	0	0	0	0	0	0	0.00320239111870196	0	0	0.00715935334872979	0.00613586559532505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00651759751328587	0	0	0	0	0	0	0	0.0144320297951583	0.00245398773006135	0	0	0	0.00144965735371639	0	0	0.0101255569056298	0	0	0	0.00194243333921949	0	0.00114329268292683	0	0.0854219948849105	0.00614116915422886	0	0	0	0	0	0.00414000752728641	0	0	0.0056466792148427	0.00160717873166812	0	0	0	0.0024064586244372	0.00301058130783194	0.00141118363026989	0	0	0.0227963525835866	0	0	0	0	0	0	0	0	0	0.0123042505592841	0	0	0	0.00155925155925156	0.0422043010752688	0	0	0	0	0	0.0403424995883418	0	0	0	0	0.00773480662983425	0.00436681222707424	0.00668449197860963	0	0	0	0.00880845611787316	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"36"	"Slackia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00240233966993942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000832778147901399	0.000840336134453782	0	0	0	0	0	0	0	0	0	0	0.00300120048019208	0.00403795679386231	0.00899213188460097	0.00106746370623399	0.000552181115405853	0.00300360432519023	0.0226327944572748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00320866339115612	0.00117855038302887	0	0.000661681995632899	0.00546547640736017	0	0	0.00120254251846762	0.0314245810055866	0.0296932515337423	0	0.00381460995613199	0.0022913651712494	0.00118608328940432	0.00439434466946886	0.00110960424115399	0.0141757796678817	0.00501543209876543	0.0008424599831508	0.00115340253748558	0.00088292424509977	0	0.00076219512195122	0	0	0.00474191542288557	0.00433753943217666	0.00313541054281795	0.000894454382826476	0.00264250660626652	0.000290511881935971	0.000940910801656003	0	0.00108780108780109	0.00403334229631621	0.00120538404875109	0	0.00119331742243437	0.00176574455562095	0.00263934171712467	0.00247930225350866	0.00141118363026989	0	0.0114122681883024	0	0.00698549167114455	0	0	0.0032994923857868	0	0	0	0	0	0	0	0	0.00486270022883295	0.00207900207900208	0	0	0.000484824978182876	0	0	0.00972576530612245	0.00905647949942368	0.00263104634689334	0	0	0.00233644859813084	0.00662983425414365	0.00615323541087733	0	0	0	0	0.00128122998078155	0	0	0	0	0	0	0	0	0.00179073931951906	0	0	0	NA	NA	NA	NA	NA	NA	NA
"37"	"Rubrobacter"	0.0228934817170111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00426439232409382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"38"	"Sediminibacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00077855633411189	0	0	0.00344683517860873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00039344262295082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000463248919085855	0	0	0	0	0	0	0	0	0.0027982464322358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0248400451637185	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"39"	"[Prevotella]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00556111667222778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0322689075630252	0.0157794347147564	0.0146036161335188	0	0	0.010597302504817	0	0	0	0	0	0	0	0	0	0.0241579237990061	0.013015618742491	0	0.00555149744338934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0150406096460443	0.00353565114908662	0.000975213327915482	0	0	0	0	0	0	0	0.0106241699867198	0	0.0232754462132176	0	0	0	0.00850546780072904	0.00208333333333333	0.0207806795843864	0	0.00194243333921949	0	0	0	0	0.00108830845771144	0.00512618296529968	0.00685871056241427	0.00134168157423971	0	0.0402068444599384	0	0	0.00155400155400155	0	0	0	0	0.0182460270747499	0	0.00850046486917253	0.0134062444875639	0	0	0	0.00429876410531972	0.0083384805435454	0.011000369139904	0.00431472081218274	0	0	0	0	0	0	0	0	0	0	0.0155913978494624	0	0.0315136235818869	0	0	0.00829081632653061	0	0	0	0	0	0	0.00535926955140929	0	0	0.0547172687090383	0.00191693290734824	0.0152146060217809	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"40"	"Bacteroides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000999333777481679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000690226394257316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225271349580176	0	0	0	0	0	0.00270730973628798	0	0	0.00019850459868987	0	0.000861326442721792	0	0	0	0	0	0	0	0	0	0	0	0.00455246913580247	0	0	0.000706339396079816	0	0	0	0	0.00652985074626866	0	0	0.00111806797853309	0.000377500943752359	0	0	0	0	0.000537778972842162	0.000133931560972343	0	0	0.00196193839513439	0.000853904673187393	0.00433877894364015	0	0	0	0	0	0	0	0	0	0	0	0	0.0122520420070012	0	0	0	0.00143020594965675	0	0.00376344086021505	0	0	0	0	0	0.0139963774082002	0	0	0	0.011214953271028	0	0.00218340611353712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"41"	"Paludibacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280758046726161	0	0.0049573344169037	0.00886653874148084	0.00182182546912006	0.00117453605825699	0.0379016393442623	0.00893317299433087	0	0	0.00597609561752988	0.00228876597367919	0.0247226242161119	0.00500790722192936	0.00706916316392816	0.00456170632474417	0	0.00146604938271605	0	0	0	0	0.00368394308943089	0.00256598240469208	0	0	0.00289169295478444	0	0.00111806797853309	0.0061658487479552	0.00418337109987799	0.00414000752728641	0	0	0.00887335305189567	0	0	0.00437549721559268	0.00196193839513439	0.00752988666356156	0.0383849116748572	0.00493914270594461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00314645308924485	0.00155925155925156	0	0.00303880317905563	0.00349073984291671	0	0	0	0.00214062242713651	0	0.00832229998108568	0	0.00327102803738318	0.000920810313075506	0.0156808257244938	0	0	0	0.00511182108626198	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"42"	"Porphyromonas"	0	0	0	0	0	0	0	0	0.0103697024346258	0	0	0	0	0	0.004004004004004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133244503664224	0.00168067226890756	0	0	0	0	0	0	0	0.000420433046037419	0.0297930407095747	0.0977465613110916	0	0	0	0	0	0.124148978774529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0462248069788429	0	0.0261682242990654	0.0215046648580692	0	0.0113538485631509	0	0.00292046040199278	0	0	0	0	0.00217076700434153	0.00171323141802847	0.0682078716087123	0.00653433608679571	0	0.0540123456790123	0	0.00422914263744714	0.00512096062157867	0.00283419933868682	0.0235010162601626	0.0284090909090909	0	0.0126710199004975	0.0082807570977918	0	0	0.0125833647917453	0.0772180582185811	0.00733910425291682	0	0.000777000777000777	0	0	0	0	0.00431626446929566	0.00217357553174973	0.00354186036215522	0.0589169165637679	0	0.0629457917261056	0	0	0	0.00199335548172757	0	0	0.00598035027765912	0.0213960014030165	0.0487720511933587	0	0	0.00326462083760843	0	0	0.0012993762993763	0	0	0.0308348686124309	0	0	0.0232780612244898	0	0	0.0363154908265557	0	0	0	0	0	0	0.0544124371284865	0	0.00480461242793081	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"43"	"Tannerella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024983344437042	0	0.00641581411479105	0.0136764024107557	0.00688259109311741	0	0.0129094412331407	0	0.0335570469798658	0	0	0	0	0	0	0.00213492741246798	0	0.00340408490188226	0.0115473441108545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00614376407945935	0.0161542470036477	0	0	0	0	0.0102276145593101	0.00176782557454331	0.00958959772450223	0.00701382915370873	0.00783384951721625	0.0097878004854749	0.008	0.00498196186222299	0.00209497206703911	0.00392638036809816	0.00243470562195662	0	0.0170043415340087	0.00553505535055351	0	0.00641104672666749	0.0174159578776833	0.00817901234567901	0.000702049985959	0.00320389593745995	0.00300194243333922	0.00519603212092584	0.00368394308943089	0.00384897360703812	0	0.0064521144278607	0.00565194532071504	0.00823045267489712	0.028175313059034	0.0117025292563231	0.0170820986578351	0.00621001129092962	0	0	0.00860446356547459	0.0104466617558428	0	0.00397772474144789	0.0154993133215617	0.0040366402732495	0.0447159870722097	0.00899629564297054	0	0	0	0	0	0	0.00989847715736041	0.00887468938587149	0.01473729175566	0.014380918975798	0.023521272915946	0	0	0	0	0.00886727688787185	0.0210498960498961	0.00887096774193548	0.00467508181393174	0.0339377484728013	0.0189931350114416	0	0.0167410714285714	0.010044459081179	0.00101194090265129	0	0	0	0.00405156537753223	0.0168717745136959	0.00200534759358289	0	0.00152415790275873	0.0212992545260916	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"44"	"Prevotella"	0.0222575516693164	0	0	0.0149495677233429	0	0	0	0	0	0	0	0.0504712678625722	0	0	0.00478256033811589	0	0	0	0	0.0378670788253478	0.000710732054015636	0	0	0	0	0	0	0	0	0.00588417466707959	0	0	0	0	0.179880079946702	0.217142857142857	0.0657187445812381	0.0901715345387112	0.158704453441296	0.14018691588785	0.0714836223506744	0.0890111975706965	0.108907870652837	0.111835190245953	0.0263816238344326	0	0.0990396158463385	0.0478497880072683	0.121393780442113	0.235909479077711	0.20844837106571	0.118141770124149	0.0633949191685912	0.0447041636230825	0	0	0	0	0.0241448692152917	0.0447810339150477	0	0	0	0	0	0	0	0	0	0.190047102191276	0.123241271495571	0	0	0.0118635689569946	0	0.0984658578161035	0.0730701237477902	0.0486793986184478	0.0596175478065242	0.19985425396247	0.195677707305614	0.0784262295081967	0.167668785432056	0.0812383612662942	0.0782822085889571	0.101814962372731	0.0411977875262254	0.0961167390255668	0.185819715340011	0.125716469239587	0.102206879546295	0.116646415552855	0.140354938271605	0.134372367312553	0.0683070613866462	0.0738124668903408	0.0207841284837034	0.0532266260162602	0.0551686217008798	0	0.195040422885572	0.203732912723449	0.201646090534979	0.0731216457960644	0.0919843966276582	0.156702109116263	0.102935641701167	0.0058411214953271	0.0770784770784771	0.0951868781930627	0.168418937922721	0.127578199699495	0.10381861575179	0.266823621738277	0.0926874708896134	0.158321158188338	0.117128241312401	0.0403877221324717	0.164407988587732	0.0497720364741641	0.0166577109081139	0.0203829524397776	0.00930232558139535	0.162182741116751	0.053248136315229	0.119607005553182	0.103121711680112	0.106191629194051	0.0274212368728121	0	0.00848801417778192	0	0.219393592677346	0.21049896049896	0.0381720430107527	0.124824684431978	0.118491224667895	0.0160183066361556	0	0.153380102040816	0.121027498765026	0.0431086824529447	0.0739549839228296	0.0502364066193853	0.188785046728972	0.105156537753223	0.163755458515284	0.108622994652406	0.0888030888030888	0.0800182898948331	0.184451544195953	0.0344330557335042	0.0312075983717775	0.078125	0	0.0595508453192026	0	0	0.0201787994891443	0	0.074955231517012	0	0	0	NA	NA	NA	NA	NA	NA	NA
"45"	"Hymenobacter"	0	0	0	0.0329610951008646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0189376443418014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0260628465804067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"46"	"Chryseobacterium"	0	0	0.0428949983438225	0.0194524495677233	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0.0292491528446585	0	0	0	0.0249871200412159	0	0	0	0	0	0	0	0	0.0281465746149761	0	0	0	0	0	0	0	0	0	0.0417004048582996	0.00710280373831776	0.00751445086705202	0	0	0	0	0	0	0	0	0	0	0	0.00438799076212471	0	0.0373831775700935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0733082706766917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00485029381587538	0.00863740525295258	0	0	0	0	0.000678754969456026	0	0	0	0.00675119380866129	0	0	0.00374310480693459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"47"	"Cloacibacterium"	0	0	0	0	0	0	0	0.00509049773755656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0495919648462021	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146435452793834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186915887850467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144648023143684	0.0187932739861523	0	NA	NA	NA	NA	NA	NA	NA
"48"	"Capnocytophaga"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222444666889111	0	0	0.000522247754334656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0373084610259827	0.0053781512605042	0.1321310906884	0.0996754751970329	0.00566801619433198	0.0100934579439252	0	0	0.0866381940207444	0.0203910027328148	0	0.0261925665788704	0	0.00181708055723804	0.00262270513300862	0.00085397096498719	0	0.0168201842210653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0409584271963957	0.00807712350182387	0	0	0	0	0.0266720144389853	0.0341779611078374	0.0912637139374238	0.0459207304969232	0.114775004554564	0.0247435596272806	0.0786885245901639	0.0261123518295825	0.00488826815642458	0.0100613496932515	0.0099601593625498	0.00839214190349037	0.0349734684032803	0.0192409066947812	0.00687810470003821	0.0261373443471828	0.0206561360874848	0.0695216049382716	0.0534962089300758	0.0102524669998718	0.0107716757902172	0	0.111280487804878	0.125733137829912	0	0.00870646766169154	0.0224763406940063	0.0254752106603958	0.00245974955277281	0.00528501321253303	0.0192899889605485	0.075084681972149	0	0.0795648795648796	0.0204356009680021	0.0233710573896739	0.0398852615762874	0.00596658711217184	0.0282519128899353	0.0323707498835585	0.0115110461770045	0.0419827130005292	0	0.0135520684736091	0.0132978723404255	0	0.0117356392835083	0.00701365817644887	0.00532994923857868	0.035498757543486	0.00512601452370782	0	0.012798339674853	0.00408401400233372	0	0.00447719429157728	0	0	0.0051975051975052	0	0.00514258999532492	0.0341316784640745	0.0487414187643021	0	0.000318877551020408	0.00790383665404248	0	0	0	0.00607476635514019	0.00920810313075506	0.0017864231838031	0.00835561497326203	0	0.0044200579180003	0	0.0288276745675849	0.0407055630936228	0	0	0	0	0	0	0	0.00153491941673062	0	0	0	NA	NA	NA	NA	NA	NA	NA
"49"	"Flavobacterium"	0	0	0	0.0264769452449568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159310524941238	0	0	0	0	0	0	0	0.0194410692588092	0	0.0481611208406305	0	0	0	0	0	0	0	0.00322641867527045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0069956160805895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"50"	"Salinimicrobium"	0	0	0	0	0	0	0	0	0.0232191163210099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"51"	"Sphingobacterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00905587668593449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00369139904023625	0	0	0	0	0	0	0	0	0.0170985369293143	0	0	0	0	0.00164840492582178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0353730957913762	0	0.00561941251596424	0.0205118554761009	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"52"	"Candidatus Rhabdochlamydia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00433767100433767	0	0	0.00104449550866931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"53"	"SHD-231"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00299800133244504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00358917725013805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024380333197887	0.000397009197379739	0	0.000391512019418996	0	0	0	0	0	0	0	0	0	0	0	0.00108024691358025	0	0	0	0	0	0	0	0	0	0	0	0.00239083931043161	0	0	0	0	0	0	0	0	0.000980969197567196	0	0.00199229645371231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00200228832951945	0.00233887733887734	0	0.00514258999532492	0	0	0	0	0	0	0	0	0.0233644859813084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"54"	"Chroococcidiopsis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0483508245877061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
