"","FL.CON1062.BAL.FlushControl","FL.CON1063.BAL.FlushControl","FL.CON1064.BAL.FlushControl","FL.CON1065.BAL.FlushControl","FL.CON1066.BAL.FlushControl","FL.CON1067.BAL.FlushControl","FL.CON1068.BAL.FlushControl","FL.CON1069.BAL.FlushControl","FL.CON1070.BAL.FlushControl","FL.CON1071.BAL.FlushControl","FL.CON1072.BAL.FlushControl","FL.CON1073.BAL.FlushControl","FL.CON1074.BAL.FlushControl","FL.CON1076.BAL.FlushControl","FL.POST.01.004.BAL.FlushControl","FL.POST.01.005.BAL.FlushControl","FL.POST.01.006.BAL.FlushControl","FL.POST.01.007.BAL.FlushControl","FL.POST.01.010.BAL.FlushControl","FL.POST.01.011.BAL.FlushControl","FL.POST.01.013.BAL.FlushControl","FL.POST.02.002.BAL.FlushControl","FL.POST.02.003.BAL.FlushControl","FL.POST.02.004.BAL.FlushControl","FL.POST.02.005.BAL.FlushControl","FL.POST.02.006.BAL.FlushControl","FL.POST.02.007.BAL.FlushControl","FL.POST.02.008.BAL.FlushControl","FL.POST.02.009.BAL.FlushControl","FL.POST.02.010.BAL.FlushControl","FL.POST.02.011.BAL.FlushControl","FL.POST.02.012.BAL.FlushControl","FL.POST.02.013.BAL.FlushControl","FL.POST.03.002.BAL.FlushControl","ILDCON1062.BAL","ILDCON1063.BAL","ILDCON1064.BAL","ILDCON1065.BAL","ILDCON1066.BAL","ILDCON1067.BAL","ILDCON1068.BAL","ILDCON1070.BAL","ILDCON1071.BAL","ILDCON1072.BAL","ILDCON1073.BAL","ILDCON1074.BAL","ILDCON1076.BAL","NEG.OR.01.002.Water.OralControl","NEG.OR.01.004.Water.OralControl","NEG.OR.01.005.Water.OralControl","NEG.OR.01.006.Water.OralControl","NEG.OR.01.007.Water.OralControl","NEG.OR.01.010.Water.OralControl","NEG.OR.01.011.Water.OralControl","NEG.OR.01.013.Water.OralControl","NEG.OR.03.001.Water.OralControl","NEG.OR.CON1062.Water.OralControl","NEG.OR.CON1063.Water.OralControl","NEG.OR.CON1067.Water.OralControl","NEG.OR.CON1068.Water.OralControl","NEG.OR.CON1069.Water.OralControl","NEG.OR.CON1070.Water.OralControl","NEG.OR.CON1071.Water.OralControl","NEG.OR.CON1072.Water.OralControl","NEG.OR.CON1073.Water.OralControl","NEG.OR.CON1074.Water.OralControl","NEG.OR.CON1075.Water.OralControl","NEG.OR.CON1076.Water.OralControl","OR.CON1062.OralRinse","OR.CON1063.OralRinse","OR.CON1064a.OralRinse","OR.CON1065.OralRinse","OR.CON1066.OralRinse","OR.CON1067.OralRinse","OR.CON1068.OralRinse","OR.CON1069.OralRinse","OR.CON1069a.OralRinse","OR.CON1070.OralRinse","OR.CON1071.OralRinse","OR.CON1072.OralRinse","OR.CON1073.OralRinse","OR.CON1074.OralRinse","OR.CON1075.OralRinse","OR.CON1076.OralRinse","OR.POST.01.002.OralRinse","OR.POST.01.004.OralRinse","OR.POST.01.005.OralRinse","OR.POST.01.006.OralRinse","OR.POST.01.007.OralRinse","OR.POST.01.010.OralRinse","OR.POST.01.011.OralRinse","OR.POST.01.013.OralRinse","OR.POST.02.001.OralRinse","OR.POST.02.002.OralRinse","OR.POST.02.003.OralRinse","OR.POST.02.004.OralRinse","OR.POST.02.005.OralRinse","OR.POST.02.006.OralRinse","OR.POST.02.007.OralRinse","OR.POST.02.008.OralRinse","OR.POST.02.009.OralRinse","OR.POST.02.010.OralRinse","OR.POST.02.011.OralRinse","OR.POST.02.012.OralRinse","OR.POST.02.013.OralRinse","OR.POST.03.001.OralRinse","OR.POST.03.002.OralRinse","POST.01.001.BAL","POST.01.003a.BAL","POST.01.004a.BAL","POST.01.005.BAL","POST.01.006.BAL","POST.01.007b.BAL","POST.01.009.BAL","POST.01.010.BAL","POST.01.011.BAL","POST.01.013a.BAL","POST.02.001.BAL","POST.02.002.BAL","POST.02.003.BAL","POST.02.004.BAL","POST.02.005.BAL","POST.02.006.BAL","POST.02.007.BAL","POST.02.008.BAL","POST.02.009.BAL","POST.02.010.BAL","POST.02.011.BAL","POST.02.012.BAL","POST.02.013.BAL","POST.03.001.BAL","POST.03.002.BAL","POST.04.001.BAL","POST.04.002.BAL","POST.04.003.BAL","POST.04.004.BAL","POST.04.005.BAL","RC1.ReagentControl","RC10.ReagentControl","RC2.ReagentControl","RC3.ReagentControl","RC4.ReagentControl","RC5.ReagentControl","RC6.ReagentControl","RC7.ReagentControl","RC8.ReagentControl","RC9.ReagentControl"
"c7518531124a2d6d160717b1a508713e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277392510402219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186630999409002,0.000301085376062978,0,0,0,0.000155951499083785,0,0,0,0.00014116069380481,0.000160485021398003,0,0,0.0001831371391944,0,9.90214876628228e-05,0.000166389351081531,8.32600471460017e-05,0,0,0,0.000113105306181205,0.000167216756711563,0,0,0.000117034349581602,0.000233765242447951,0,0,0,0,0,0.000190456497015275,0.000109475382443606,0,0,0.000272684869577697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166942042357788,0,0,0,0,0,0,0,0,0,0.00026522183912401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2de8c40c85ed7c0528dea747ce9c6f58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113090604667558,0,9.38624969632722e-05,0.000308744596969553,0,0,0,0,0,0.000151569186875892,0,7.15836693788924e-05,0.0005697599886048,9.03118014946603e-05,0,0,0,0,0,0,0.000107964155900241,0,0,5.3902015935396e-05,0.000138313322232803,0,0,0,0,0,0,0,0.000247760076056581,0,0.000989921404226765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140574134359278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2a6338e2218fe791f956cae08b2ff459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17367423003989e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57842847986e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000882637867317283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00675331136123375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4f9577a9ec95717acd97056ebb492cc6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000500716935612354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298082150690838,0.00677725019348631,0,0,0,0,0.0036354712934098,0,0.000991378677280538,0.000823485038974101,0.000745378652355397,0.00623426590034674,0.00270315931745227,0.00326534003572764,0.00286464915707316,0.000490180407702226,0.000435245472564831,0.000842546362339515,0.000400185968773724,0.000532900649820643,0.00228921423993,0.00124931325400947,0.00122876664236139,0.000570477775136677,0.000379873965103633,0,0.000511770726714432,0,0.00111048846068819,0.00057729594578992,0,0.000401815027882043,0.00126609887274642,0.000238535961681583,0,0.00136806280958318,0.000825664183322854,0.00693727968360416,0.000848942257204968,0.000408121065032731,0.000610757396790643,0.000820410205102551,0.00850402280141114,0.00103333213734706,0,0.00118490097613271,0.00673489253110942,0.00139105509421237,0,0,0,0,0,0,0.000404570022979577,0,0,0.00204464767003104,0,0,0.00046770911021502,0.000502342170369347,0.000654386477869206,0,0.00188824993562784,0.00325540100621486,0,0.00270300351390457,0,0,0,0.000416125493360907,0.000947287403051055,0,0,0,0,0,0,0,0,0,0,0,0
"dfc69074d4a8a05116d49ec48b3fe00c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000641985876310721,0,0,0,0,0.00231425950751429,0,0,0,0,0,0,0,0,0,0,0,0.00418390148813769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172475206689038,0.00276110193067961,0.00497086047308879,0,0,0,0.000863424432184827,0,0.00157886233789123,0,0,0.000718424927563768,0,0,0,0.000282386539219761,0,0,0,0,0.000432407134209,0.000301039338315534,0.000175538091765913,0.000316932097298154,0,0,0.000439455297939567,0,0.000308469016857832,0,0,0.000289110812744397,0.00338335665154086,0,0,0,0,0.00256856676124151,0.00027480211793918,0.000179573268614402,0,0,0.00233860627038806,0.00040185138674608,0.000378360394799502,0,0,0,0,0,0,0,0,0,0,0,0.00148659501392615,0.00646852171973457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000888081940360364,0,0,0,0,0,0,0.0029543276908336,0,0,0,0,0
"ce29fe8dd673e9aafdc4a2a6887a6ed5",0,0,0.000211640211640212,0,0.000250846607299636,0,0,0,0.000296515937731653,0,0,0,0,0,0.00843978102189781,0.000154106950223455,0.000351246926589392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231425950751429,0.00238938782236137,0.000342787307927329,0,0,0,0,0.000868067148332643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161226823644101,0.00163156023176522,0,0,0,0,0.00101793196215474,0.00127531182929485,0.00420785171912406,0,0.00197111243622872,0.00585427255023037,0.00056532418417872,0.000515142702837439,0.000482547852662056,0.000847159617659282,0,0.00122146932952924,0,0.000556761872946941,0.000686764271979,0.000571974742799515,0.000688649436927813,0.000808176848110292,0.00104595434227165,0.00201611003815535,0.00297605803035023,0.000337017600572242,0.000524397328658314,0.000330452162072851,0,0.000431216127483168,0.00306949180493566,0.000601110623437589,0,0.00341004818546349,0.000577964928325998,0.00188612329120454,0.000981436135497073,0.00028840555262313,0,0.00192096048024012,0.0107562600902224,0.000911341537799146,0.000156562921986001,0.00169271568018958,0,0.00166505079458753,0.000992894998130263,0.00552550910830388,0.0253026952056078,0,0.00226494507062348,0,0,0,0,0,0.000171662768491299,0,0.00700299586646273,0.0073467542416517,0,0.000271283417184571,0,0,0,0.00081090105417137,0,0.000728622491064064,0.000845718549841428,0.00105922852855504,0.000197351542302303,0,0.000369480879364493,0,0,0.000619401562797789,0,0,0.00107296137339056,0,0,0,0
"f6c968849bd0ed65bb91fdd668e010b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000566761611346858,0,0,0.000441378408422154,0.00158923062540899,0,0.000959530394536321,0.000193458816032046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62419152246864e-05,2.09174388687849e-05,0,0,0,0,0.00129059230916048,0,0.00133652532788932,0.000729192858938899,0.000734336005653835,0.00183465539353061,0.00196888767593278,0,0,0.000426243832784544,0.000429363776989631,0.000463623395149786,0.00160662896287098,0.000604484319199535,0.001246349975073,0.000654760560836287,0.000873189482117619,0.000316932097298154,0.00199824113150404,0,0.00037826531974545,0,0.000997383154506989,0.000441929999880559,0.00722603795183375,0.00174446524300009,0.000702206097489613,0.000267160277083373,0,0.000673922566297132,0.000228645466150944,0.000784541312011005,0,0.000402679450832295,0.000674137881363257,0.0080707020176755,0.0130948663606104,0.000810878691112626,0,0.00631947187270778,0.00676120070505906,0.000484761623740674,0.00546736985983417,0,0,0.00113893017778893,0,0,0.000760591643201605,0.00962421155497646,0.00134989662184099,0.00135690254465696,0,0,0.00120087474244397,0.00156981928240421,8.35386993024519e-05,0,0.00411981804136984,0.000147972773009766,0.00116224281451233,0.0057399074618797,0,0,0.000758659287357751,0.000554833991147876,3.94703084604606e-05,0.000411827691293963,0,0,0,0,0,0.0140530182050463,0,0.00147462966686775,0,0,0
"0dd01b13b32c840bd2c753b4e13f1ed8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065042486895168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74c28e8c5046e43b644e02948137c4f4",0.00158862876254181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138584132116873,0,0,0,0,0,0,0,0.00547087418637225,0,0,0.00181231490076471,0,0,0,0,0,0.00141111136399845,0.00363922158246339,0.00933453778982234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352449335408035,0.00148513815968373,0,0,0,0,0.00109064138802294,0,0.000587483660610689,0.000528036208197134,0.00394222487245743,0,0.00282012294176511,0,0,0,0,0.000240727532097004,0.0019715044049882,0.00213955634032467,0.000279792851547,0.00124178727055158,0.00324070323260147,0.00283654227081848,0,0,0.000762093364781274,0,0.00517713833293061,0.000545445134987717,0,0.000921234454168586,0,0.000252848119382478,0,0.000262829800855882,0.000457290932301888,0.00332086664947124,0,0.000168690040213529,0.00101408775316182,0.0196765049191262,0.00390653547439824,0.00106203580782893,0,0.00308450412834546,0.00805030122859172,0.00061122117775998,0,0,0,0.00121614578306276,0,0.00088787662375263,0.004595915461048,0,0.00321241221400133,0.00180300749084555,0,0,0.00517008178589035,0.000276288193703141,0.00165685086949863,0,0.000286098475095128,0.00303344184670021,0.0025914873566829,0.00127200165360215,0.00244382980335695,0,0.00154219264971084,0.00312724613192439,0.00114463894535336,0,0,0,0,0,0,0,0,0.00402171727327569,0,0,0
"77eb4ab5b4b721ab97bded27837d42ac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451562830734495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146228979584185,0.000522935971719623,0,0,0,0,0.000508965981077372,0,0.00190197835122711,0.000207442796077445,0.000276066167539036,0.00122904099178264,0.000480850455508337,0,0,0,0,0,0,0,0.0005799342741156,0,0,0,0,0,0,0,0,0,0,0,0.00138845296549083,0.000276701715550636,0,0.00132088822994238,0,0.000806035594531854,0.00130040287953362,0,0,0,0.000617870406665028,0.000746295432528435,0.000802384975178253,0.00150463616016852,0,0,0,0,0,0,0,0,0,0,0,0,0.0134111537883827,0,0,0,0,0,0,0,0,0,0,0.00207588671982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318f895f95da9a1725a745f1f8759b88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108657306145488,0,0.00296585540337124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000910599673946568,0,0.000894454382826476,0,0,0,0,0,0,0,0,0,0.0004120585631874,0,0.000549119158857472,0.00549084858569052,0,0.0007913702953507,0.00536802990521116,0,0,0,0,0.000548820525887668,0.00161720192149123,0.000410281854092323,0,0.000855881659197358,0,0,0,0,0,0,0,0.000990276631624269,0,0,0,0.0021076592336551,0,0,0.0038797465981932,0,0,0,0,0,0,0.00200747225784866,0,0,0.000568835404315565,0,0.00235300669701906,0,0,0,0,0,0,0,0.00138051116224115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7981fd2835145dc854b851f83bf045d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260199731469957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152076961194744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7984f1cd22e30fdf65fd3e4c5038e853",0.00384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349756690997567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558809003033938,0.00482821125484057,0.0290773059898356,0.00201999651223624,0,0.00734252397558849,0.00310599620741516,0.0177486344636013,0.00571013009400167,0,0.000842114846257141,0.00726135761759128,0.000935038590151983,0,0,0,0,0,0,0.00168787766262701,0,0,0,0,0,0,0,0,0.00401192328602763,0.00196623925366578,0,0,0,0.000192566917003659,0.00391722031864906,0.00545118044107126,0.00501564175246376,0.00991325119436761,0,0.0122369733529663,0.00160500084473729,0.00279174109924806,0.00320932619468891,0.02399219973786,0.000776383815926455,0.000690977175463623,0.000994579834158226,0.00690384722454206,0.0035406513577584,0.000436507040557525,0.00387534094898593,0.00221852468108708,0.00191498108435804,0.00403222007631071,0.00151862400427217,0,0,0.00292629324245235,0,0.0155825827885963,0.0183956718569627,0.00508558670305135,0.00024304495766496,0.00376722714560097,0,0.00269753245636661,0,0.00279698969902432,0,0,0,0.00334397761113702,0.00255067093735526,0.0154601365457315,0,0,0.0032494745393354,0.00205010055255091,0.00271769689245417,0,0,0,0.00415897983623005,0,0.0119098474104198,0.018754995446012,0.00914104242216166,0,0.00270512836718957,0,0.00946771925427788,0,0,0,0,0.00165360214968279,0,0.00218586747319219,0.00588271873639699,0.00546007086743251,0,0.0012684292891854,0,0,0,0,0,0.00574896199297349,0,0,0,0,0
"a7cb4f8cb0f3aa79f3da83a765982f91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103179677963146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336937389992457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b1a981fb3cf40f19bae316b9bde71f19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243115413517217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101835554438019,0.000425141898010115,0,0,0,0,0.000223778012211886,0,0.00073555634807418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000281946387628405,0,0,0,0,0,0,0,0,0,0.0117661127978899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107808695328909,0,0,0,0.00320243133610459,0,0,0,0,0,0.00314820409266532,0,0,0,0.000403515629925728,0,0,0,0,0,0,0,0,0,0.00244654467457604,0,0,0
"d3aacc050872ebe6c5da8f8b8710ba18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6774396025588e-05,0,0.00103008410001693,0,0,0.000681468802992123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000590764085179092,0,0.000242337010001909,0,0.0012036484904702,0,0.000506842372022301,0,0,2.6640239549034e-05,0,0.000106990014265335,0.00018243772105861,0,0,0.000278461387941869,0.000238551765733164,0.000150542746216623,2.08150117865004e-05,0,8.34408793556139e-05,0,0.000416433172758073,2.78694594519272e-05,0.000121076035750451,0,0.000191510753860804,4.77071923363166e-05,0,2.69569026518853e-05,0.000146079047818659,0,0,2.17664568017457e-05,0.000190141453717842,0.00063365015841254,0.00355441578027731,5.023142334326e-05,0,0,0,0,0.00105736869930755,0,0,0,0,0,0.00241123733695828,0.000148064793153484,0,0,0,0,0.00247759420546335,0,0,0,0,0.00503107428233205,0,0.000826801074841397,0.000113666502481719,0,0,0.000844860850156993,0,0,0,0,0,0,0,0,0,0,0,0,0
"abd54d2308743cef6f60d0518e2dfd99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00798357664233577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23926835297026e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034514665060878,0,0.000519004394973387,0.000195934071153755,0.000279413102525115,2.49262598147148e-05,0,0,0,0,0.000123586843297768,0,0.000178049996439,0.000240831470652428,0,0,0.000114482564825752,0,4.45018023229941e-05,0,0.000596373432591808,0,6.05380178752256e-05,0,0.000143633065395603,0,0,0,0,0,0,0,0.000126760969145228,0.00630315157578789,0,9.32869290660543e-05,0,0,0,0,0.00012894740235458,0,0,0,0,0,0,0,0,0.000594806594918121,0,0,0,0,0,0,0,0,0.00157059839798963,0,0.000208388587883151,0,6.21851874883403e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ee163f44f21facf50e3639f0b21bad66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346460330292182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000216218676741698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342322047748404,0,0,0,0,7.99207186471021e-05,0,0,7.06210533130102e-05,3.18149641683966e-05,0,0,0,0,0,0,0,0,0,5.57389189038543e-05,0,0,0,0,0,0,3.8107577691824e-05,0,0,0,0.000132522831379102,0.00032683008170752,0.00643781101138077,0,0,0,0,0,0,0,0,0,0,0,0.00288053856361459,0.000162871272468832,0.00022213488713839,0,0,0,0,0,0,0,0,0.000739863865048831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96d581b50ed6963b92de1487328419f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72449869224063e-05,0,0,0,0.000155218152057346,0,0.000187941020690598,0.00237721675462369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000637408372546446,0,0,0,0,0,0,3.1105166568167e-05,3.67177287881681e-05,0,0,0.000154372298484777,0,0,0,3.19682874588408e-05,0,0,0,7.95374104209915e-05,0,0.000406403106725971,8.10175808150369e-05,0,0,0,3.33763517422456e-05,0,0,6.3701621604405e-05,0,0,0,0,0,4.04353539778279e-05,0,0.00018270140142722,0,0,0,0,0,2.87036704818629e-05,0,0,0,0,0.000670526492243814,0,0,0,0,0,0.00386768941968476,0,0,0,0,0,0.00203516666877346,0,0,0,0,0.000739863865048831,0,0,0,0,7.46222249860083e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6b54a6eb110b1525d7ee8cd273156d5e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000268115430748607,0,0.000238460735949446,0,0.020996331167396,0,0,0.000186968308871646,0,0.000973641135632443,0.000284498258870656,0.0007688496300979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17981041017205e-05,0,0.000477330474246185,0,0.00147419333465845,0,0.000181943415597749,0,0,5.86085270078749e-05,0,7.13266761768902e-05,0.000200092984386862,0.00018293604396828,5.59585703094e-05,0.000165571636073544,0,0,2.60187647331255e-05,0,2.78136264518713e-05,0,0.000272480964891085,6.3701621604405e-05,0,0.000416515577682605,5.3197431628001e-05,0,0,0,0.000120673996024109,0,0,0,0.000190141453717842,0.00217442054360514,0.00661719274234804,0,0,0,0,0,0.000670526492243814,0,0,0,0,0,0.00307473217464479,0,0.00175999179809647,0,0,0,0.00534705280056631,0.000690720484257852,0,0,0,0,0.000848123134914402,0.00157410204633266,0.00058727692948888,0,0,0,0,0,0,0,0,0,0,0,0,0.000804343454655138,0,0,0
"c4d9d0060684ad0625fe2a5f58f28c06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000395117476892683,0,0,0,0,0.00207061900610288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000704980392732827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264609896410126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252026556828227,0,0,0,0,0,0,0,0,0,0,0.00193086478820293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14a597495c9c251d0a3bd884e90977db",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192798879459504,0.00108797710776935,0,0,0,0,0,0,0,0.000170698955322393,0.000478395325394249,0.000522987686017211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190862242904014,0,0.00079310294182443,0,0.000960710263035844,0.00039186814230751,0.000370384810323989,0,0,8.52487665569089e-05,0,0.000227353780313837,0.000147127194402105,0,0.00025435713777,0.000105363768410437,0.000139530278070341,0.000372395214325331,8.32600471460017e-05,0,0.00037826531974545,0,0,4.77762162033037e-05,0,0.000137205131471917,5.85171747908011e-05,0,0,0.000276308252181824,0,0,0,0,0.000530091325516407,0.00016008004002001,0.00212600570035278,0.000215277528613972,0,0,0,0.000695527547106184,0,0.000488119179178788,0.0101960490310005,0,0,0,0.000517849629413859,0,0,0.000947973010650756,0.00109435014913203,0,0,0,0,0,0.00082968557777587,0.000665877478543948,0,0,0.000246277422043724,0,0.000198992599962689,0.000907910167332888,0.000473643701525527,0,0,0,0,0,0,0,0,0,0,0,0
"d58edb28d4df2fc280e7fee2873cfa3d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000618661067471551,0.00125504633212709,0,0,0,0,0,0,3.67177287881681e-05,0,0.000320236754345281,0.000961858167482069,0.000331396935553043,0,0.000137870815046302,9.59048623765225e-05,0,8.02425106990014e-05,0.000205978072162946,0,6.61328558202e-05,5.26818842052185e-05,6.30136739672509e-05,0.000134696141351715,0.000161316341345378,0,0.000111254505807485,0,0,0.000203048918864041,0,0,3.19184589768006e-05,0,0,9.43491592815985e-05,7.6215155383648e-05,0.00178939901986072,0.000770427366365202,0,0.000455187116476045,0.000186760046690012,0.000405269836629749,0.000222453446234437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000501868064462165,0.000557903997596721,0,0,0,0,0,0,0,0.000141353855819067,0,0,0,0,0,0,0,6.15801465607488e-05,0,0,0,0,0,0,0,0,0,0
